"Date","Price","Open","High","Low","Vol.","Change %"
"02/21/2025","8.500","8.200","8.550","7.750","3.31M","3.66%"
"02/20/2025","8.200","8.700","8.200","8.200","658.28K","-5.75%"
"02/19/2025","8.700","8.700","8.700","8.700","550.45K","0.00%"
"02/18/2025","8.700","9.000","8.700","8.200","1.37M","-3.33%"
"02/17/2025","9.000","8.700","9.000","8.300","2.14M","3.45%"
"02/14/2025","8.700","8.100","8.700","8.400","1.17M","7.41%"
"02/13/2025","8.100","8.650","9.250","8.100","4.20M","-6.36%"
"02/12/2025","8.650","9.500","9.450","8.650","2.49M","-8.95%"
"02/11/2025","9.500","8.600","9.500","8.600","3.73M","3.26%"
"02/10/2025","9.200","8.400","9.200","8.600","2.77M","9.52%"
"02/07/2025","8.400","8.000","8.400","8.150","3.38M","5.00%"
"02/06/2025","8.000","7.500","8.000","7.650","3.04M","6.67%"
"02/05/2025","7.500","7.500","7.500","7.500","1.15M","0.00%"
"02/04/2025","7.500","7.500","7.500","7.050","2.03M","0.00%"
"02/03/2025","7.500","7.600","7.800","7.000","2.77M","-1.32%"
"01/31/2025","7.600","7.050","7.750","7.600","4.69M","7.80%"
"01/30/2025","7.050","7.000","7.050","7.050","651.74K","0.71%"
"01/29/2025","7.000","6.800","7.000","6.400","884.40K","2.94%"
"01/28/2025","6.800","6.800","6.800","6.800","433.70K","0.00%"
"01/27/2025","6.800","6.900","7.000","6.800","662.40K","-1.45%"
"01/24/2025","6.900","6.900","6.900","6.900","190.48K","0.00%"
"01/23/2025","6.900","6.900","6.900","6.900","631.71K","0.00%"
"01/22/2025","6.900","6.900","6.900","6.900","367.66K","0.00%"
"01/21/2025","6.900","6.900","6.900","6.900","324.09K","0.00%"
"01/20/2025","6.900","6.850","6.900","6.850","1.04M","0.73%"
"01/17/2025","6.850","6.650","6.850","6.350","1.59M","3.01%"
"01/16/2025","6.650","6.350","6.650","6.650","729.83K","4.72%"
"01/15/2025","6.350","6.400","6.350","6.350","1.56M","-0.78%"
"01/14/2025","6.400","6.500","6.600","6.400","2.25M","-1.54%"
"01/13/2025","6.500","6.850","6.550","6.500","2.87M","-5.11%"
"01/10/2025","6.850","6.500","6.850","6.500","2.63M","5.38%"
"01/09/2025","6.500","6.700","6.700","6.500","2.66M","-2.99%"
"01/08/2025","6.700","6.700","6.700","6.700","1.34M","-2.90%"
"01/07/2025","6.900","7.150","7.000","6.450","4.10M","-3.50%"
"01/06/2025","7.150","7.000","7.150","7.100","5.69M","2.14%"
